ts_code,symbol,name,area,industry,market,list_date
159391.SZ,159391,大盘价值ETF,,T+1交易,ETF,20250421
512250.SH,512250,中证A50ETF招商,,T+1交易,ETF,20250414
159202.SZ,159202,恒生互联网科技ETF,,T+0交易,ETF,20250416
159377.SZ,159377,创业板医药ETF国泰,,T+1交易,ETF,20250415
159216.SZ,159216,深证100ETF大成,,T+1交易,ETF,20250411
159366.SZ,159366,港股医疗ETF,,T+0交易,ETF,20250414
159211.SZ,159211,深证100ETF富国,,T+1交易,ETF,20250414
560820.SH,560820,中证A50ETF新华,,T+1交易,ETF,20250418
159212.SZ,159212,深100ETF南方,,T+1交易,ETF,20250409
159207.SZ,159207,高股息ETF,,T+1交易,ETF,20250409
159390.SZ,159390,A50指数ETF,,T+1交易,ETF,20250409
512240.SH,512240,A50ETF龙头,,T+1交易,ETF,20250407
159215.SZ,159215,中证A500ETF指数基金,,T+1交易,ETF,20250407
159217.SZ,159217,港股通创新药ETF工银,,T+0交易,ETF,20250403
159388.SZ,159388,创业板人工智能ETF国泰,,T+1交易,ETF,20250407
563650.SH,563650,中证A500龙头ETF,,T+1交易,ETF,20250403
563660.SH,563660,A500ETF银河,,T+1交易,ETF,20250402
560630.SH,560630,机器人产业ETF,,T+1交易,ETF,20250401
159316.SZ,159316,恒生创新药ETF,,T+0交易,ETF,20250326
159368.SZ,159368,创业板新能源ETF华夏,,T+1交易,ETF,20250324
159381.SZ,159381,创业板人工智能ETF华夏,,T+1交易,ETF,20250324
159209.SZ,159209,中证红利质量ETF,,T+1交易,ETF,20250325
159206.SZ,159206,卫星ETF,,T+1交易,ETF,20250314
562810.SH,562810,上证指数增强ETF,,T+1交易,ETF,20250313
513830.SH,513830,港股红利ETF,,T+0交易,ETF,20250307
159393.SZ,159393,沪深300指数ETF,,T+1交易,ETF,20250310
159399.SZ,159399,现金流ETF,,T+1交易,ETF,20250227
159201.SZ,159201,自由现金流ETF,,T+1交易,ETF,20250227
159383.SZ,159383,创业板50ETF华泰柏瑞,,T+1交易,ETF,20250214
159386.SZ,159386,A500ETF永赢,,T+1交易,ETF,20250211
159371.SZ,159371,创业板50ETF富国,,T+1交易,ETF,20250212
159367.SZ,159367,创业板50ETF华夏,,T+1交易,ETF,20250214
159373.SZ,159373,创业板50ETF嘉实,,T+1交易,ETF,20250210
563860.SH,563860,A500ETF海富通,,T+1交易,ETF,20250212
159336.SZ,159336,央企红利50ETF,,T+1交易,ETF,20250212
560750.SH,560750,A500ETF申万菱信,,T+1交易,ETF,20250207
563210.SH,563210,专精特新ETF,,T+1交易,ETF,20250124
561880.SH,561880,A100ETF基金,,T+1交易,ETF,20250124
512080.SH,512080,A500ETF中金,,T+1交易,ETF,20250121
159370.SZ,159370,创50ETF工银,,T+1交易,ETF,20250120
159379.SZ,159379,A500ETF融通,,T+1交易,ETF,20250123
159378.SZ,159378,通用航空ETF,,T+1交易,ETF,20250110
159380.SZ,159380,A500ETF东财,,T+1交易,ETF,20250108
159323.SZ,159323,港股通汽车ETF,,T+0交易,ETF,20250108
159375.SZ,159375,创业板50ETF国泰,,T+1交易,ETF,20250110
159376.SZ,159376,A500ETF指数基金,,T+1交易,ETF,20250113
510040.SH,510040,上证180ETF指数,,T+1交易,ETF,20250106
560190.SH,560190,公用事业ETF,,T+1交易,ETF,20250106
560380.SH,560380,A100ETF南方,,T+1交易,ETF,20241227
159320.SZ,159320,电网ETF,,T+1交易,ETF,20241224
561380.SH,561380,电网ETF,,T+1交易,ETF,20241223
159363.SZ,159363,创业板人工智能ETF华宝,,T+1交易,ETF,20241216
560810.SH,560810,央企ESGETF,,T+1交易,ETF,20241209
159355.SZ,159355,800红利低波ETF,,T+1交易,ETF,20241203
563500.SH,563500,中证A500ETF华宝,,T+1交易,ETF,20241202
159356.SZ,159356,A500ETF基金,,T+1交易,ETF,20241206
159358.SZ,159358,中证A500ETF基金,,T+1交易,ETF,20241129
159357.SZ,159357,中证A500指数ETF,,T+1交易,ETF,20241128
512020.SH,512020,A500ETF指数,,T+1交易,ETF,20241202
159360.SZ,159360,中证A500ETF天弘,,T+1交易,ETF,20241128
159359.SZ,159359,中证A500ETF华安,,T+1交易,ETF,20241202
159362.SZ,159362,A500ETF工银,,T+1交易,ETF,20241202
563880.SH,563880,中证A500指数ETF,,T+1交易,ETF,20241125
159361.SZ,159361,A500ETF易方达,,T+1交易,ETF,20241119
563800.SH,563800,A500ETF龙头,,T+1交易,ETF,20241118
512050.SH,512050,A500ETF基金,,T+1交易,ETF,20241115
563520.SH,563520,沪深300ETF永赢,,T+1交易,ETF,20241118
159328.SZ,159328,家电ETF易方达,,T+1交易,ETF,20241115
159325.SZ,159325,半导体ETF南方,,T+1交易,ETF,20241108
562970.SH,562970,光伏ETF易方达,,T+1交易,ETF,20241107
159590.SZ,159590,软件50ETF,,T+1交易,ETF,20241106
159312.SZ,159312,恒生ETF港股通,,T+0交易,ETF,20241108
513780.SH,513780,港股创新药50ETF,,T+0交易,ETF,20241025
561570.SH,561570,油气ETF华泰柏瑞,,T+1交易,ETF,20241017
560510.SH,560510,中证A500ETF,,T+1交易,ETF,20241015
159338.SZ,159338,中证A500ETF,,T+1交易,ETF,20241015
159339.SZ,159339,A500ETF,,T+1交易,ETF,20241015
560610.SH,560610,A500指数ETF,,T+1交易,ETF,20241015
563360.SH,563360,A500ETF华泰柏瑞,,T+1交易,ETF,20241015
159352.SZ,159352,A500ETF南方,,T+1交易,ETF,20241015
563220.SH,563220,中证A500ETF富国,,T+1交易,ETF,20241015
159353.SZ,159353,中证A500ETF景顺,,T+1交易,ETF,20241015
560530.SH,560530,中证A500ETF摩根,,T+1交易,ETF,20241015
159351.SZ,159351,A500ETF嘉实,,T+1交易,ETF,20241015
159305.SZ,159305,储能电池ETF广发,,T+1交易,ETF,20240927
560620.SH,560620,公用事业ETF基金,,T+1交易,ETF,20241009
561930.SH,561930,沪深300ETF招商,,T+1交易,ETF,20240920
159337.SZ,159337,中证500ETF基金,,T+1交易,ETF,20240920
560890.SH,560890,红利低波ETF新华,,T+1交易,ETF,20240920
159326.SZ,159326,电网设备ETF,,T+1交易,ETF,20240909
159302.SZ,159302,港股高股息ETF,,T+0交易,ETF,20240902
159335.SZ,159335,央企科创ETF,,T+1交易,ETF,20240905
159333.SZ,159333,港股央企红利ETF,,T+0交易,ETF,20240903
159569.SZ,159569,港股红利低波ETF,,T+0交易,ETF,20240822
159587.SZ,159587,粮食ETF广发,,T+1交易,ETF,20240821
159330.SZ,159330,沪深300ETF基金,,T+1交易,ETF,20240819
159327.SZ,159327,半导体设备ETF基金,,T+1交易,ETF,20240805
159331.SZ,159331,红利港股ETF,,T+0交易,ETF,20240801
159332.SZ,159332,央企红利ETF,,T+1交易,ETF,20240801
159301.SZ,159301,公用事业ETF,,T+1交易,ETF,20240722
159329.SZ,159329,沙特ETF,,T+1交易,ETF,20240716
159579.SZ,159579,深主板50ETF华安,,T+1交易,ETF,20240719
159583.SZ,159583,通信设备ETF,,T+1交易,ETF,20240708
159800.SZ,159800,中证800ETF,,T+1交易,ETF,20240712
159552.SZ,159552,中证2000增强ETF,,T+1交易,ETF,20240628
159303.SZ,159303,恒生医疗ETF基金,,T+0交易,ETF,20240627
560360.SH,560360,软件指数ETF,,T+1交易,ETF,20240624
159318.SZ,159318,恒生港股通ETF,,T+0交易,ETF,20240621
159558.SZ,159558,半导体设备ETF易方达,,T+1交易,ETF,20240618
159322.SZ,159322,黄金股票ETF基金,,T+0交易,ETF,20240614
159309.SZ,159309,油气资源ETF,,T+1交易,ETF,20240618
159578.SZ,159578,深证主板50ETF南方,,T+1交易,ETF,20240607
159315.SZ,159315,黄金股ETF基金,,T+0交易,ETF,20240614
159533.SZ,159533,中证2000ETF基金,,T+1交易,ETF,20240607
159542.SZ,159542,工程机械ETF,,T+1交易,ETF,20240607
563090.SH,563090,上证50增强ETF易方达,,T+1交易,ETF,20240606
159588.SZ,159588,石油天然气ETF,,T+1交易,ETF,20240531
159300.SZ,159300,300ETF,,T+1交易,ETF,20240605
563150.SH,563150,油气资源ETF,,T+1交易,ETF,20240530
159321.SZ,159321,黄金股票ETF,,T+0交易,ETF,20240527
159597.SZ,159597,创业板成长ETF易方达,,T+1交易,ETF,20240527
159525.SZ,159525,红利低波ETF,,T+1交易,ETF,20240520
159528.SZ,159528,国企改革ETF,,T+1交易,ETF,20240520
159557.SZ,159557,恒生医疗ETF,,T+0交易,ETF,20240522
563180.SH,563180,高股息ETF,,T+1交易,ETF,20240514
562700.SH,562700,汽车零部件ETF,,T+1交易,ETF,20240514
510720.SH,510720,红利国企ETF,,T+1交易,ETF,20240515
159306.SZ,159306,汽车零件ETF,,T+1交易,ETF,20240514
562340.SH,562340,中证500成长ETF,,T+1交易,ETF,20240508
513820.SH,513820,港股红利ETF基金,,T+0交易,ETF,20240516
510950.SH,510950,上证50ETF广发,,T+1交易,ETF,20240510
517400.SH,517400,黄金股票ETF,,T+0交易,ETF,20240508
159599.SZ,159599,芯片ETF基金,,T+1交易,ETF,20240508
562260.SH,562260,汽车配件ETF,,T+1交易,ETF,20240510
561760.SH,561760,油气ETF博时,,T+1交易,ETF,20240429
562570.SH,562570,信创ETF,,T+1交易,ETF,20240430
159310.SZ,159310,芯片ETF天弘,,T+1交易,ETF,20240430
159307.SZ,159307,红利低波100ETF,,T+1交易,ETF,20240425
159526.SZ,159526,机器人ETF嘉实,,T+1交易,ETF,20240424
562820.SH,562820,集成电路ETF,,T+1交易,ETF,20240422
513210.SH,513210,恒生ETF易方达,,T+0交易,ETF,20240422
513170.SH,513170,恒生央企ETF,,T+0交易,ETF,20240419
159582.SZ,159582,半导体产业ETF,,T+1交易,ETF,20240416
560520.SH,560520,红利低波100ETF基金,,T+1交易,ETF,20240418
159561.SZ,159561,德国ETF,,T+0交易,ETF,20240430
560690.SH,560690,电信ETF基金,,T+1交易,ETF,20240422
563280.SH,563280,A50增强ETF,,T+1交易,ETF,20240412
560850.SH,560850,信创50ETF,,T+1交易,ETF,20240415
562560.SH,562560,信息技术ETF,,T+1交易,ETF,20240412
159553.SZ,159553,2000ETF增强,,T+1交易,ETF,20240415
159545.SZ,159545,恒生红利低波ETF,,T+0交易,ETF,20240415
562580.SH,562580,可选消费ETF,,T+1交易,ETF,20240326
560150.SH,560150,红利低波ETF泰康,,T+1交易,ETF,20240408
159589.SZ,159589,红利ETF广发,,T+1交易,ETF,20240326
562890.SH,562890,A50ETF嘉实,,T+1交易,ETF,20240318
159596.SZ,159596,A50ETF华宝,,T+1交易,ETF,20240318
159586.SZ,159586,计算机ETF南方,,T+1交易,ETF,20240315
159591.SZ,159591,中证A50ETF,,T+1交易,ETF,20240318
159595.SZ,159595,中证A50ETF基金,,T+1交易,ETF,20240318
561230.SH,561230,中证A50ETF基金,,T+1交易,ETF,20240318
563080.SH,563080,中证A50ETF易方达,,T+1交易,ETF,20240318
159592.SZ,159592,A50ETF基金,,T+1交易,ETF,20240318
563350.SH,563350,中证A50ETF,,T+1交易,ETF,20240318
159581.SZ,159581,红利ETF基金,,T+1交易,ETF,20240315
560350.SH,560350,中证A50ETF指数基金,,T+1交易,ETF,20240312
159593.SZ,159593,中证A50指数ETF,,T+1交易,ETF,20240312
159565.SZ,159565,汽车零部件ETF,,T+1交易,ETF,20240226
159568.SZ,159568,港股互联网ETF,,T+0交易,ETF,20240227
513910.SH,513910,港股央企红利ETF,,T+0交易,ETF,20240304
159577.SZ,159577,美国50ETF,,T+1交易,ETF,20240223
159563.SZ,159563,创业板综ETF华夏,,T+1交易,ETF,20240223
159566.SZ,159566,储能电池ETF,,T+1交易,ETF,20240208
159547.SZ,159547,红利低波ETF基金,,T+1交易,ETF,20240206
159529.SZ,159529,标普消费ETF,,T+0交易,ETF,20240202
159527.SZ,159527,云计算ETF广发,,T+1交易,ETF,20240201
513400.SH,513400,道琼斯ETF,,T+0交易,ETF,20240202
159562.SZ,159562,黄金股ETF,,T+0交易,ETF,20240122
159530.SZ,159530,机器人ETF易方达,,T+1交易,ETF,20240118
159567.SZ,159567,港股创新药ETF,,T+0交易,ETF,20240111
159570.SZ,159570,港股通创新药ETF,,T+0交易,ETF,20240122
159556.SZ,159556,中证2000ETF增强,,T+1交易,ETF,20240110
159502.SZ,159502,标普生物科技ETF,,T+0交易,ETF,20240110
561200.SH,561200,中证A100ETF工银,,T+1交易,ETF,20240105
159576.SZ,159576,深证100ETF广发,,T+1交易,ETF,20240103
159575.SZ,159575,创业板200ETF银华,,T+1交易,ETF,20240102
513920.SH,513920,港股通央企红利ETF,,T+0交易,ETF,20240105
159571.SZ,159571,创业板200ETF富国,,T+1交易,ETF,20240102
159572.SZ,159572,创业板200ETF易方达,,T+1交易,ETF,20231225
159573.SZ,159573,创业板200ETF华夏,,T+1交易,ETF,20231225
562060.SH,562060,标普红利ETF,,T+0交易,ETF,20231228
563020.SH,563020,红利低波动ETF,,T+1交易,ETF,20231214
560300.SH,560300,电信50ETF,,T+1交易,ETF,20231218
159555.SZ,159555,2000增强ETF,,T+1交易,ETF,20231212
560780.SH,560780,芯片设备ETF,,T+1交易,ETF,20231212
159559.SZ,159559,机器人50ETF,,T+1交易,ETF,20231212
159350.SZ,159350,深证50ETF富国,,T+1交易,ETF,20231211
159693.SZ,159693,有色矿业ETF,,T+1交易,ETF,20231214
159150.SZ,159150,深证50ETF易方达,,T+1交易,ETF,20231211
159549.SZ,159549,红利低波ETF天弘,,T+1交易,ETF,20231211
159505.SZ,159505,国证2000指数ETF,,T+1交易,ETF,20231204
159661.SZ,159661,A100ETF嘉实,,T+1交易,ETF,20231201
562600.SH,562600,医疗器械ETF,,T+1交易,ETF,20231211
513630.SH,513630,港股红利指数ETF,,T+0交易,ETF,20231208
510980.SH,510980,上证综合ETF,,T+1交易,ETF,20231201
561010.SH,561010,软件ETF基金,,T+1交易,ETF,20231211
513350.SH,513350,标普油气ETF,,T+0交易,ETF,20231128
513730.SH,513730,东南亚科技ETF,,T+1交易,ETF,20231201
513750.SH,513750,港股通非银ETF,,T+0交易,ETF,20231127
159560.SZ,159560,芯片50ETF,,T+1交易,ETF,20231120
159543.SZ,159543,国证2000ETF基金,,T+1交易,ETF,20231120
159551.SZ,159551,机器人产业ETF,,T+1交易,ETF,20231116
513850.SH,513850,美国50ETF,,T+1交易,ETF,20231117
561780.SH,561780,1000增强ETF,,T+1交易,ETF,20231110
159518.SZ,159518,标普油气ETF,,T+0交易,ETF,20231115
563330.SH,563330,A股ETF,,T+1交易,ETF,20231107
513870.SH,513870,纳指ETF富国,,T+0交易,ETF,20231102
517520.SH,517520,黄金股ETF,,T+0交易,ETF,20231101
561360.SH,561360,石油ETF,,T+1交易,ETF,20231031
159520.SZ,159520,消费龙头ETF,,T+1交易,ETF,20231031
159541.SZ,159541,创业板综ETF万家,,T+1交易,ETF,20231031
560280.SH,560280,工程机械ETF,,T+1交易,ETF,20231030
159546.SZ,159546,集成电路ETF,,T+1交易,ETF,20231020
562590.SH,562590,半导体材料ETF,,T+1交易,ETF,20231018
563200.SH,563200,中证2000ETF富国,,T+1交易,ETF,20231018
562030.SH,562030,信创ETF基金,,T+1交易,ETF,20231012
560020.SH,560020,红利ETF汇添富,,T+1交易,ETF,20231016
513190.SH,513190,港股通金融ETF,,T+0交易,ETF,20231011
159539.SZ,159539,信创ETF广发,,T+1交易,ETF,20230928
159540.SZ,159540,信创ETF易方达,,T+1交易,ETF,20230928
159537.SZ,159537,信创ETF,,T+1交易,ETF,20231010
159535.SZ,159535,中证2000ETF嘉实,,T+1交易,ETF,20230922
159538.SZ,159538,信创ETF富国,,T+1交易,ETF,20230922
159532.SZ,159532,中证2000ETF易方达,,T+1交易,ETF,20230921
159536.SZ,159536,中证2000指数ETF,,T+1交易,ETF,20230921
159522.SZ,159522,国证2000ETF景顺,,T+1交易,ETF,20231016
561370.SH,561370,2000ETF,,T+1交易,ETF,20230921
560220.SH,560220,中证2000ETF广发,,T+1交易,ETF,20230918
159531.SZ,159531,中证2000ETF,,T+1交易,ETF,20230918
560260.SH,560260,医疗ETF龙头,,T+1交易,ETF,20230915
561060.SH,561060,国企红利ETF,,T+1交易,ETF,20230921
563300.SH,563300,中证2000ETF,,T+1交易,ETF,20230914
562660.SH,562660,中证2000ETF华夏,,T+1交易,ETF,20230914
159523.SZ,159523,沪深300成长ETF,,T+1交易,ETF,20230919
560590.SH,560590,1000ETF增强,,T+1交易,ETF,20230925
561280.SH,561280,中证1000ETF增强,,T+1交易,ETF,20230922
159521.SZ,159521,国证2000ETF指数基金,,T+1交易,ETF,20230907
159515.SZ,159515,国企红利ETF,,T+1交易,ETF,20230906
159517.SZ,159517,800增强ETF,,T+1交易,ETF,20230905
159519.SZ,159519,港股国企ETF,,T+0交易,ETF,20230831
561980.SH,561980,半导体设备ETF,,T+1交易,ETF,20230901
513810.SH,513810,港股国企ETF,,T+0交易,ETF,20230901
159696.SZ,159696,纳指ETF易方达,,T+0交易,ETF,20230825
159699.SZ,159699,恒生消费ETF,,T+0交易,ETF,20230823
159510.SZ,159510,沪深300价值ETF,,T+1交易,ETF,20230816
159511.SZ,159511,通信ETF南方,,T+1交易,ETF,20230807
562850.SH,562850,央企能源ETF,,T+1交易,ETF,20230809
561790.SH,561790,央企现代能源ETF,,T+1交易,ETF,20230809
561260.SH,561260,能源ETF,,T+1交易,ETF,20230809
159698.SZ,159698,粮食ETF,,T+1交易,ETF,20230818
159516.SZ,159516,半导体设备ETF,,T+1交易,ETF,20230727
159509.SZ,159509,纳指科技ETF,,T+0交易,ETF,20230808
560950.SH,560950,500ETF增强,,T+1交易,ETF,20230731
159512.SZ,159512,汽车ETF,,T+1交易,ETF,20230725
159513.SZ,159513,纳斯达克100指数ETF,,T+0交易,ETF,20230728
159686.SZ,159686,A100ETF易方达,,T+1交易,ETF,20230719
563010.SH,563010,电信ETF,,T+1交易,ETF,20230713
159503.SZ,159503,财富管理ETF,,T+1交易,ETF,20230720
159508.SZ,159508,生物医药ETF基金,,T+1交易,ETF,20230714
562380.SH,562380,央企科技引领ETF,,T+1交易,ETF,20230706
159690.SZ,159690,矿业ETF,,T+1交易,ETF,20230706
560170.SH,560170,央企科技ETF,,T+1交易,ETF,20230706
563050.SH,563050,央企科技50ETF,,T+1交易,ETF,20230706
159673.SZ,159673,沪深300ETF鹏华,,T+1交易,ETF,20230717
560030.SH,560030,800价值ETF,,T+1交易,ETF,20230710
159506.SZ,159506,港股通医疗ETF富国,,T+0交易,ETF,20230703
159507.SZ,159507,通信ETF广发,,T+1交易,ETF,20230621
562920.SH,562920,信息安全ETF,,T+1交易,ETF,20230612
513040.SH,513040,港股通互联网ETF,,T+0交易,ETF,20230612
159501.SZ,159501,纳指ETF嘉实,,T+0交易,ETF,20230614
560700.SH,560700,央企红利50ETF,,T+1交易,ETF,20230606
561960.SH,561960,央企回报ETF,,T+1交易,ETF,20230606
560070.SH,560070,央企红利ETF基金,,T+1交易,ETF,20230606
562930.SH,562930,软件ETF易方达,,T+1交易,ETF,20230605
561580.SH,561580,央企红利ETF,,T+1交易,ETF,20230530
560330.SH,560330,沪深300价值ETF申万菱信,,T+1交易,ETF,20230523
159692.SZ,159692,证券ETF东财,,T+1交易,ETF,20230523
560580.SH,560580,电力ETF南方,,T+1交易,ETF,20230512
159695.SZ,159695,通信ETF,,T+1交易,ETF,20230510
159622.SZ,159622,创新药ETF沪港深,,T+1交易,ETF,20230509
513950.SH,513950,恒生红利ETF,,T+0交易,ETF,20230428
513390.SH,513390,纳指100ETF,,T+0交易,ETF,20230508
159697.SZ,159697,油气ETF,,T+1交易,ETF,20230504
159670.SZ,159670,消费ETF基金,,T+1交易,ETF,20230509
560180.SH,560180,沪深300ESGETF南方,,T+1交易,ETF,20230421
159659.SZ,159659,纳斯达克100ETF,,T+0交易,ETF,20230425
513970.SH,513970,恒生消费ETF,,T+0交易,ETF,20230421
562330.SH,562330,中证500价值ETF,,T+1交易,ETF,20230418
562960.SH,562960,绿色电力ETF易方达,,T+1交易,ETF,20230412
159691.SZ,159691,港股红利ETF,,T+0交易,ETF,20230421
159660.SZ,159660,纳指100ETF,,T+0交易,ETF,20230417
561950.SH,561950,500指数增强ETF,,T+1交易,ETF,20230424
513650.SH,513650,标普500ETF南方,,T+0交易,ETF,20230404
159676.SZ,159676,创业板增强ETF富国,,T+1交易,ETF,20230412
159672.SZ,159672,主要消费ETF,,T+1交易,ETF,20230403
159685.SZ,159685,1000增强ETF天弘,,T+1交易,ETF,20230403
561920.SH,561920,疫苗龙头ETF,,T+1交易,ETF,20230329
562550.SH,562550,绿电ETF,,T+1交易,ETF,20230327
159653.SZ,159653,ESG300ETF,,T+1交易,ETF,20230324
159689.SZ,159689,消费ETF南方,,T+1交易,ETF,20230313
561170.SH,561170,绿色电力ETF,,T+1交易,ETF,20230316
513110.SH,513110,纳斯达克100ETF,,T+0交易,ETF,20230320
560090.SH,560090,证券ETF龙头,,T+1交易,ETF,20230315
560860.SH,560860,工业有色ETF,,T+1交易,ETF,20230313
159657.SZ,159657,疫苗ETF鹏华,,T+1交易,ETF,20230313
159671.SZ,159671,稀有金属ETF基金,,T+1交易,ETF,20230310
563030.SH,563030,中证500增强ETF易方达,,T+1交易,ETF,20230313
562860.SH,562860,生物疫苗ETF,,T+1交易,ETF,20230224
159678.SZ,159678,中证500增强ETF,,T+1交易,ETF,20230227
159679.SZ,159679,中证1000增强ETF,,T+1交易,ETF,20230222
513560.SH,513560,香港科技ETF,,T+0交易,ETF,20230213
159688.SZ,159688,恒生互联网ETF,,T+0交易,ETF,20230215
159652.SZ,159652,有色50ETF,,T+1交易,ETF,20230208
159666.SZ,159666,交通运输ETF,,T+1交易,ETF,20230213
560960.SH,560960,碳中和60指数ETF,,T+1交易,ETF,20230113
159683.SZ,159683,运输ETF,,T+1交易,ETF,20230109
159669.SZ,159669,绿电ETF,,T+1交易,ETF,20230111
562320.SH,562320,沪深300价值ETF,,T+1交易,ETF,20230112
159656.SZ,159656,300成长ETF,,T+1交易,ETF,20230116
513140.SH,513140,港股金融ETF,,T+0交易,ETF,20230112
159682.SZ,159682,创业50ETF,,T+1交易,ETF,20230103
159665.SZ,159665,半导体龙头ETF,,T+1交易,ETF,20230106
561000.SH,561000,沪深300ETF增强基金,,T+1交易,ETF,20230111
159681.SZ,159681,创50ETF,,T+1交易,ETF,20230103
159687.SZ,159687,亚太精选ETF,,T+0交易,ETF,20221230
562010.SH,562010,绿色能源ETF,,T+1交易,ETF,20230103
561320.SH,561320,交运ETF,,T+1交易,ETF,20221208
159677.SZ,159677,1000增强ETF,,T+1交易,ETF,20221205
159675.SZ,159675,创业板增强ETF,,T+1交易,ETF,20221202
561590.SH,561590,中证1000增强ETF,,T+1交易,ETF,20221212
159662.SZ,159662,交运ETF,,T+1交易,ETF,20221201
159680.SZ,159680,1000ETF增强,,T+1交易,ETF,20221130
560980.SH,560980,光伏ETF龙头,,T+1交易,ETF,20221129
561710.SH,561710,疫苗生物ETF,,T+1交易,ETF,20221125
159627.SZ,159627,A100ETF,,T+1交易,ETF,20221130
561180.SH,561180,A100ETF,,T+1交易,ETF,20221121
513310.SH,513310,中韩半导体ETF,,T+1交易,ETF,20221222
159630.SZ,159630,A100ETF基金,,T+1交易,ETF,20221101
561330.SH,561330,矿业ETF,,T+1交易,ETF,20221101
560680.SH,560680,消费ETF龙头,,T+1交易,ETF,20221031
159663.SZ,159663,机床ETF,,T+1交易,ETF,20221026
159655.SZ,159655,标普ETF,,T+0交易,ETF,20221025
159667.SZ,159667,工业母机ETF,,T+1交易,ETF,20221026
159658.SZ,159658,数字经济ETF,,T+1交易,ETF,20221012
560080.SH,560080,中药ETF,,T+1交易,ETF,20221017
159645.SZ,159645,疫苗ETF富国,,T+1交易,ETF,20220926
562310.SH,562310,沪深300成长ETF,,T+1交易,ETF,20220909
513260.SH,513260,恒生科技ETF基金,,T+0交易,ETF,20220913
159621.SZ,159621,MSCIESGETF,,T+1交易,ETF,20220909
159650.SZ,159650,国开ETF,,T+1交易,ETF,20221028
159637.SZ,159637,新能源车龙头ETF,,T+1交易,ETF,20220901
159631.SZ,159631,中证A100ETF,,T+1交易,ETF,20220826
159623.SZ,159623,成渝经济圈ETF,,T+1交易,ETF,20220909
513290.SH,513290,纳指生物科技ETF,,T+0交易,ETF,20220829
159646.SZ,159646,疫苗ETF基金,,T+1交易,ETF,20220822
159643.SZ,159643,疫苗ETF,,T+1交易,ETF,20220822
159638.SZ,159638,高端装备ETF,,T+1交易,ETF,20220812
560110.SH,560110,中证1000ETF基金,,T+1交易,ETF,20220808
159633.SZ,159633,中证1000ETF易方达,,T+1交易,ETF,20220804
562530.SH,562530,中证1000价值ETF,,T+1交易,ETF,20220812
561150.SH,561150,500ESGETF,,T+1交易,ETF,20220808
560010.SH,560010,中证1000ETF指数,,T+1交易,ETF,20220804
159629.SZ,159629,1000ETF,,T+1交易,ETF,20220803
